Date,Product,Category,Region,Sales,Revenue,Margin (%),Channel
2024-05-22,Tablet Lenovo,Elektronika,Hiszpania,1,2528.14,28.08,Sklep Online
2024-08-29,Kurtka zimowa,Odzież,Niemcy,36,20982.15,24.97,Sklep Stacjonarny
2024-07-03,Lodówka Samsung,AGD,Polska,25,22841.4,13.27,Sklep Stacjonarny
2024-08-31,Słuchawki Sony,Elektronika,Włochy,31,15618.76,23.3,Sklep Stacjonarny
2024-11-09,Mikrofalówka Sharp,AGD,Polska,16,29127.45,29.14,Partner B2B
2024-12-25,Zmywarka Bosch,AGD,Francja,13,12903.77,13.82,Sklep Online
2024-08-24,Samsung Galaxy S22,Elektronika,Polska,24,60587.78,26.95,Partner B2B
2024-05-07,MacBook Pro,Elektronika,Niemcy,20,29413.06,27.59,Sklep Stacjonarny
2024-10-01,MacBook Pro,Elektronika,Polska,50,8883.7,13.25,Partner B2B
2024-07-26,Zmywarka Bosch,AGD,Polska,25,14178.64,5.25,Partner B2B
2024-04-28,T-shirt basic,Odzież,Francja,6,13146.35,6.6,Partner B2B
2024-08-18,Kurtka zimowa,Odzież,Niemcy,27,26619.39,6.82,Partner B2B
2024-03-02,Spodnie jeans,Odzież,Polska,29,33867.68,7.54,Partner B2B
2024-03-20,MacBook Pro,Elektronika,Francja,34,34645.92,27.3,Sklep Stacjonarny
2024-06-20,Pralka LG,AGD,Niemcy,26,73340.59,10.33,Sklep Online
2024-07-21,Buty sportowe,Odzież,Francja,17,4190.48,29.4,Sklep Stacjonarny
2024-02-06,Buty sportowe,Odzież,Niemcy,2,3875.99,5.94,Sklep Online
2024-07-29,Spodnie jeans,Odzież,Francja,21,34120.97,7.2,Sklep Stacjonarny
2024-11-04,Zmywarka Bosch,AGD,Francja,41,104013.31,17.95,Sklep Stacjonarny
2024-02-11,Spodnie jeans,Odzież,Włochy,20,8007.02,5.58,Sklep Stacjonarny
2024-11-12,Kurtka zimowa,Odzież,Hiszpania,47,110158.18,21.14,Partner B2B
2024-05-18,T-shirt basic,Odzież,Francja,46,74689.69,25.7,Sklep Online
2024-02-22,Lodówka Samsung,AGD,Niemcy,16,26408.4,15.65,Sklep Stacjonarny
2024-09-12,iPhone 14,Elektronika,Francja,16,19615.15,26.75,Partner B2B
2024-03-07,Słuchawki Sony,Elektronika,Włochy,46,99044.79,24.17,Partner B2B
2024-06-05,Kurtka zimowa,Odzież,Polska,45,134623.53,17.63,Sklep Online
2024-08-29,Pralka LG,AGD,Francja,21,51415.03,7.91,Sklep Online
2024-05-21,T-shirt basic,Odzież,Francja,29,9263.21,14.55,Sklep Online
2024-06-21,iPhone 14,Elektronika,Francja,41,48329.4,14.52,Partner B2B
2024-12-20,iPhone 14,Elektronika,Polska,17,42043.88,7.9,Partner B2B
2024-05-22,Pralka LG,AGD,Francja,13,31592.29,12.99,Partner B2B
2024-07-24,Tablet Lenovo,Elektronika,Niemcy,1,2810.79,19.77,Sklep Online
2024-05-25,Samsung Galaxy S22,Elektronika,Włochy,48,106772.65,13.58,Partner B2B
2024-04-24,T-shirt basic,Odzież,Włochy,38,41240.71,11.51,Sklep Stacjonarny
2024-09-30,Lodówka Samsung,AGD,Francja,36,81832.3,27.44,Partner B2B
2024-01-21,Tablet Lenovo,Elektronika,Polska,35,9881.66,23.53,Partner B2B
2024-01-07,Lodówka Samsung,AGD,Francja,2,4288.11,29.93,Sklep Online
2024-11-15,iPhone 14,Elektronika,Włochy,2,2228.72,17.03,Partner B2B
2024-08-09,Lodówka Samsung,AGD,Francja,24,17914.33,9.94,Partner B2B
2024-08-29,Słuchawki Sony,Elektronika,Włochy,49,40986.32,17.32,Sklep Stacjonarny
2024-09-02,Spodnie jeans,Odzież,Hiszpania,31,51627.09,28.18,Sklep Stacjonarny
2024-01-04,Tablet Lenovo,Elektronika,Hiszpania,26,73427.76,14.36,Partner B2B
2024-04-05,T-shirt basic,Odzież,Hiszpania,20,49259.82,10.25,Sklep Stacjonarny
2024-01-08,T-shirt basic,Odzież,Hiszpania,29,1540.07,6.91,Sklep Online
2024-04-09,MacBook Pro,Elektronika,Włochy,7,20670.47,16.41,Sklep Stacjonarny
2024-03-07,Spodnie jeans,Odzież,Niemcy,9,1547.49,20.47,Sklep Stacjonarny
2024-05-24,T-shirt basic,Odzież,Włochy,45,18857.74,28.38,Sklep Online
2024-02-25,MacBook Pro,Elektronika,Polska,30,84181.17,13.19,Sklep Online
2024-11-24,T-shirt basic,Odzież,Polska,48,124639.44,5.86,Sklep Stacjonarny
2024-12-20,Tablet Lenovo,Elektronika,Francja,47,8347.28,15.18,Sklep Stacjonarny
2024-09-17,Mikrofalówka Sharp,AGD,Niemcy,41,3711.66,12.17,Partner B2B
2024-04-23,Samsung Galaxy S22,Elektronika,Francja,50,58371.11,15.24,Partner B2B
2024-12-26,Lodówka Samsung,AGD,Francja,25,53532.8,13.53,Sklep Online
2024-12-23,Zmywarka Bosch,AGD,Włochy,19,18703.29,17.01,Sklep Stacjonarny
2024-07-08,Tablet Lenovo,Elektronika,Włochy,49,86720.88,23.69,Sklep Online
2024-05-11,Lodówka Samsung,AGD,Niemcy,10,12074.53,24.37,Sklep Stacjonarny
2024-04-15,Kurtka zimowa,Odzież,Niemcy,19,51356.33,9.66,Partner B2B
2024-12-21,Mikrofalówka Sharp,AGD,Włochy,34,96519.55,17.86,Sklep Stacjonarny
2024-04-30,Samsung Galaxy S22,Elektronika,Hiszpania,10,10489.77,15.77,Partner B2B
2024-05-27,Tablet Lenovo,Elektronika,Włochy,42,79289.75,16.74,Sklep Stacjonarny
2024-05-22,Kurtka zimowa,Odzież,Francja,30,11039.74,17.05,Sklep Stacjonarny
2024-02-16,Spodnie jeans,Odzież,Niemcy,15,10377.66,19.37,Sklep Online
2024-04-24,Tablet Lenovo,Elektronika,Polska,4,4632.91,29.98,Partner B2B
2024-03-04,Mikrofalówka Sharp,AGD,Polska,29,33298.33,21.91,Sklep Online
2024-03-23,Kurtka zimowa,Odzież,Niemcy,11,26350.55,15.54,Sklep Stacjonarny
2024-04-12,Tablet Lenovo,Elektronika,Włochy,45,113036.7,27.84,Partner B2B
2024-06-26,Mikrofalówka Sharp,AGD,Hiszpania,47,124642.1,18.67,Sklep Online
2024-01-12,Słuchawki Sony,Elektronika,Polska,44,11200.71,15.75,Sklep Stacjonarny
2024-09-30,Zmywarka Bosch,AGD,Hiszpania,28,75379.24,5.2,Partner B2B
2024-08-17,iPhone 14,Elektronika,Francja,21,34029.18,6.89,Partner B2B
2024-04-01,Słuchawki Sony,Elektronika,Polska,49,126198.76,27.29,Sklep Online
2024-02-02,Buty sportowe,Odzież,Francja,47,107715.56,6.31,Sklep Online
2024-04-19,Buty sportowe,Odzież,Włochy,7,19917.13,11.48,Sklep Stacjonarny
2024-03-29,Samsung Galaxy S22,Elektronika,Francja,45,51392.84,8.08,Sklep Stacjonarny
2024-12-12,Kurtka zimowa,Odzież,Francja,37,94068.29,6.79,Partner B2B
2024-10-15,iPhone 14,Elektronika,Francja,48,87139.44,13.73,Sklep Stacjonarny
2024-02-01,Pralka LG,AGD,Niemcy,13,11677.11,10.35,Partner B2B
2024-10-01,Buty sportowe,Odzież,Niemcy,27,12733.93,9.83,Sklep Stacjonarny
2024-11-24,T-shirt basic,Odzież,Polska,49,17014.5,27.8,Sklep Stacjonarny
2024-02-21,Buty sportowe,Odzież,Polska,33,50474.91,11.33,Sklep Online
2024-01-20,Zmywarka Bosch,AGD,Polska,3,3494.71,7.58,Partner B2B
2024-10-21,T-shirt basic,Odzież,Francja,15,21472.51,25.91,Partner B2B
2024-09-08,MacBook Pro,Elektronika,Hiszpania,3,3727.52,17.61,Sklep Online
2024-09-09,Tablet Lenovo,Elektronika,Hiszpania,10,8568.44,13.91,Partner B2B
2024-07-03,Buty sportowe,Odzież,Włochy,29,66677.23,20.07,Sklep Stacjonarny
2024-02-17,Lodówka Samsung,AGD,Polska,4,983.29,14.63,Partner B2B
2024-02-24,MacBook Pro,Elektronika,Włochy,25,57588.87,6.98,Partner B2B
2024-01-25,Mikrofalówka Sharp,AGD,Polska,8,23321.36,16.84,Partner B2B
2024-01-07,Spodnie jeans,Odzież,Polska,34,80735.85,22.56,Sklep Online
2024-10-22,Zmywarka Bosch,AGD,Niemcy,6,12822.03,26.91,Sklep Online
2024-01-29,Słuchawki Sony,Elektronika,Włochy,30,16220.04,22.5,Partner B2B
2024-07-20,Zmywarka Bosch,AGD,Hiszpania,28,55259.07,29.65,Sklep Stacjonarny
2024-11-06,Buty sportowe,Odzież,Polska,49,16731.01,14.86,Sklep Stacjonarny
2024-04-20,Kurtka zimowa,Odzież,Włochy,16,1797.63,18.22,Sklep Online
2024-04-27,MacBook Pro,Elektronika,Hiszpania,21,16958.49,19.59,Sklep Stacjonarny
2024-06-19,Kurtka zimowa,Odzież,Niemcy,4,7205.04,18.96,Sklep Stacjonarny
2024-09-12,Samsung Galaxy S22,Elektronika,Niemcy,28,61861.08,19.66,Sklep Online
2024-12-19,Zmywarka Bosch,AGD,Polska,37,16986.51,19.43,Partner B2B
2024-01-28,Buty sportowe,Odzież,Polska,13,34740.76,21.18,Partner B2B
2024-05-04,Buty sportowe,Odzież,Polska,13,17262.85,10.62,Partner B2B
2024-01-03,Kurtka zimowa,Odzież,Niemcy,26,73118.57,22.51,Sklep Online
2024-03-27,Pralka LG,AGD,Niemcy,41,14009.45,26.85,Sklep Stacjonarny
2024-08-24,iPhone 14,Elektronika,Hiszpania,6,12959.84,25.04,Sklep Online
2024-07-10,Buty sportowe,Odzież,Włochy,9,21266.03,22.97,Partner B2B
2024-08-24,Pralka LG,AGD,Włochy,45,38293.43,20.62,Sklep Stacjonarny
2024-07-20,Buty sportowe,Odzież,Niemcy,9,6139.1,21.5,Sklep Online
2024-11-24,Samsung Galaxy S22,Elektronika,Hiszpania,6,13436.61,24.55,Sklep Online
2024-10-23,Lodówka Samsung,AGD,Niemcy,49,58714.18,26.57,Partner B2B
2024-06-14,T-shirt basic,Odzież,Polska,11,29158.89,17.21,Sklep Stacjonarny
2024-01-29,iPhone 14,Elektronika,Francja,28,63452.21,11.17,Sklep Online
2024-01-18,MacBook Pro,Elektronika,Włochy,34,27841.08,17.22,Sklep Stacjonarny
2024-12-28,T-shirt basic,Odzież,Polska,19,2659.15,12.03,Sklep Stacjonarny
2024-02-14,MacBook Pro,Elektronika,Polska,20,44577.6,18.04,Partner B2B
2024-11-30,Kurtka zimowa,Odzież,Hiszpania,24,10237.22,10.72,Sklep Online
2024-05-21,Tablet Lenovo,Elektronika,Polska,40,54322.0,14.21,Partner B2B
2024-08-14,T-shirt basic,Odzież,Francja,15,9385.01,16.59,Sklep Online
2024-04-28,MacBook Pro,Elektronika,Hiszpania,28,76540.55,25.73,Partner B2B
2024-11-05,Mikrofalówka Sharp,AGD,Hiszpania,16,16458.69,27.07,Partner B2B
2024-10-13,Tablet Lenovo,Elektronika,Francja,48,4801.93,29.71,Partner B2B
2024-11-25,Zmywarka Bosch,AGD,Niemcy,19,43150.69,22.55,Partner B2B
2024-09-30,Samsung Galaxy S22,Elektronika,Włochy,23,36665.88,5.61,Sklep Online
2024-02-24,iPhone 14,Elektronika,Hiszpania,3,3189.82,24.87,Sklep Online
2024-06-14,Słuchawki Sony,Elektronika,Włochy,47,41252.15,18.67,Sklep Stacjonarny
2024-09-28,Słuchawki Sony,Elektronika,Polska,21,39164.72,23.54,Partner B2B
2024-09-08,Zmywarka Bosch,AGD,Francja,44,6969.41,26.83,Partner B2B
2024-09-27,Zmywarka Bosch,AGD,Francja,25,6090.39,6.46,Partner B2B
2024-04-26,Samsung Galaxy S22,Elektronika,Niemcy,15,6636.58,28.54,Sklep Stacjonarny
2024-05-06,Samsung Galaxy S22,Elektronika,Niemcy,9,18287.67,6.75,Sklep Stacjonarny
2024-12-05,Słuchawki Sony,Elektronika,Niemcy,50,51058.24,18.41,Sklep Online
2024-03-31,MacBook Pro,Elektronika,Polska,16,3436.73,29.11,Sklep Online
2024-06-23,MacBook Pro,Elektronika,Hiszpania,13,33325.76,15.14,Sklep Stacjonarny
2024-04-19,T-shirt basic,Odzież,Włochy,6,13628.09,29.49,Sklep Stacjonarny
2024-10-06,T-shirt basic,Odzież,Hiszpania,9,15606.45,14.19,Sklep Online
2024-02-20,Samsung Galaxy S22,Elektronika,Włochy,46,52352.79,23.55,Sklep Stacjonarny
2024-05-24,Słuchawki Sony,Elektronika,Polska,33,18659.14,7.69,Sklep Stacjonarny
2024-07-23,Zmywarka Bosch,AGD,Francja,26,9983.8,18.94,Sklep Stacjonarny
2024-10-16,Buty sportowe,Odzież,Francja,38,19296.63,28.48,Sklep Online
2024-12-15,Lodówka Samsung,AGD,Polska,10,12150.58,6.21,Sklep Stacjonarny
2024-09-28,Kurtka zimowa,Odzież,Polska,47,138751.4,23.52,Sklep Stacjonarny
2024-07-14,Buty sportowe,Odzież,Włochy,44,88739.78,24.81,Partner B2B
2024-12-13,MacBook Pro,Elektronika,Hiszpania,48,42521.64,19.55,Sklep Stacjonarny
2024-03-04,Kurtka zimowa,Odzież,Francja,4,2654.44,11.81,Sklep Online
2024-02-01,Kurtka zimowa,Odzież,Włochy,26,65477.31,26.29,Partner B2B
2024-02-19,Lodówka Samsung,AGD,Niemcy,39,47179.67,7.61,Sklep Stacjonarny
2024-06-06,Lodówka Samsung,AGD,Włochy,18,18166.99,8.36,Sklep Online
2024-01-26,Słuchawki Sony,Elektronika,Hiszpania,10,8158.41,28.15,Sklep Stacjonarny
2024-07-15,iPhone 14,Elektronika,Polska,18,36197.86,23.54,Partner B2B
2024-02-24,Lodówka Samsung,AGD,Niemcy,38,56510.59,17.89,Partner B2B
2024-07-15,Zmywarka Bosch,AGD,Włochy,33,40764.95,10.79,Sklep Stacjonarny
2024-12-17,T-shirt basic,Odzież,Francja,34,67130.53,15.34,Partner B2B
2024-09-07,Pralka LG,AGD,Hiszpania,19,48572.21,22.72,Partner B2B
2024-11-21,T-shirt basic,Odzież,Francja,31,41292.45,16.68,Sklep Stacjonarny
2024-04-23,Słuchawki Sony,Elektronika,Włochy,17,37549.58,28.65,Sklep Stacjonarny
2024-04-17,Spodnie jeans,Odzież,Niemcy,37,40783.56,26.06,Partner B2B
2024-03-26,Kurtka zimowa,Odzież,Hiszpania,20,49449.27,16.99,Partner B2B
2024-03-20,Lodówka Samsung,AGD,Niemcy,28,77699.45,28.24,Sklep Stacjonarny
2024-06-30,MacBook Pro,Elektronika,Francja,13,25051.55,26.58,Sklep Online
2024-04-15,MacBook Pro,Elektronika,Niemcy,9,1058.85,26.27,Sklep Online
2024-03-08,MacBook Pro,Elektronika,Włochy,44,114605.36,27.14,Sklep Online
2024-05-13,Buty sportowe,Odzież,Włochy,12,24772.97,27.3,Partner B2B
2024-07-13,T-shirt basic,Odzież,Polska,18,45302.4,24.12,Sklep Stacjonarny
2024-06-25,Zmywarka Bosch,AGD,Polska,1,2225.29,16.54,Sklep Stacjonarny
2024-11-18,Słuchawki Sony,Elektronika,Francja,35,47457.2,14.51,Partner B2B
2024-07-15,T-shirt basic,Odzież,Polska,27,69323.34,15.44,Partner B2B
2024-11-27,Pralka LG,AGD,Francja,37,53850.26,22.44,Partner B2B
2024-10-05,iPhone 14,Elektronika,Włochy,22,52329.1,18.99,Sklep Stacjonarny
2024-02-20,MacBook Pro,Elektronika,Francja,1,2906.38,5.01,Sklep Stacjonarny
2024-08-18,Tablet Lenovo,Elektronika,Niemcy,44,14974.8,21.99,Sklep Stacjonarny
2024-09-24,Mikrofalówka Sharp,AGD,Francja,22,18318.77,24.57,Sklep Stacjonarny
2024-05-11,T-shirt basic,Odzież,Polska,30,34750.57,27.6,Partner B2B
2024-03-22,Słuchawki Sony,Elektronika,Polska,4,1548.04,27.52,Partner B2B
2024-04-28,Słuchawki Sony,Elektronika,Francja,38,9067.65,27.97,Sklep Online
2024-11-01,Kurtka zimowa,Odzież,Hiszpania,20,43977.38,9.4,Sklep Stacjonarny
2024-12-11,Pralka LG,AGD,Niemcy,48,74119.41,22.95,Partner B2B
2024-09-11,Słuchawki Sony,Elektronika,Włochy,8,13241.05,6.02,Sklep Stacjonarny
2024-02-11,Mikrofalówka Sharp,AGD,Włochy,25,13834.03,23.98,Partner B2B
2024-01-09,MacBook Pro,Elektronika,Polska,14,8641.02,26.25,Sklep Stacjonarny
2024-01-14,Kurtka zimowa,Odzież,Niemcy,18,7781.59,17.24,Partner B2B
2024-05-24,Mikrofalówka Sharp,AGD,Niemcy,50,116206.72,25.24,Sklep Stacjonarny
2024-10-27,Buty sportowe,Odzież,Polska,26,35160.5,29.1,Sklep Stacjonarny
2024-05-18,Tablet Lenovo,Elektronika,Polska,44,50103.43,24.14,Sklep Online
2024-11-04,MacBook Pro,Elektronika,Francja,25,31654.11,27.5,Sklep Online
2024-08-06,MacBook Pro,Elektronika,Niemcy,44,62219.01,5.98,Sklep Stacjonarny
2024-07-09,Tablet Lenovo,Elektronika,Włochy,46,126062.62,20.89,Sklep Online
2024-09-08,Kurtka zimowa,Odzież,Włochy,13,3817.33,27.14,Sklep Online
2024-10-17,Samsung Galaxy S22,Elektronika,Niemcy,26,22090.54,29.36,Sklep Stacjonarny
2024-06-03,Słuchawki Sony,Elektronika,Hiszpania,24,25213.3,10.61,Sklep Stacjonarny
2024-10-02,Zmywarka Bosch,AGD,Francja,38,4725.05,12.55,Partner B2B
2024-08-22,iPhone 14,Elektronika,Niemcy,26,41646.04,25.43,Sklep Stacjonarny
2024-03-14,Buty sportowe,Odzież,Francja,14,2677.12,19.78,Partner B2B
2024-02-17,Kurtka zimowa,Odzież,Niemcy,32,68905.82,20.92,Partner B2B
2024-02-06,MacBook Pro,Elektronika,Hiszpania,50,37983.05,28.32,Sklep Online
2024-12-27,Słuchawki Sony,Elektronika,Francja,40,101841.84,21.24,Sklep Stacjonarny
2024-06-16,Zmywarka Bosch,AGD,Niemcy,33,72542.43,5.52,Partner B2B
2024-05-28,Kurtka zimowa,Odzież,Niemcy,36,6841.78,18.24,Sklep Stacjonarny
2024-08-14,Mikrofalówka Sharp,AGD,Niemcy,31,6522.67,12.68,Sklep Online
2024-06-24,Spodnie jeans,Odzież,Francja,2,4630.37,6.06,Sklep Online
2024-03-18,Mikrofalówka Sharp,AGD,Francja,18,50721.08,25.86,Sklep Stacjonarny
2024-04-24,MacBook Pro,Elektronika,Niemcy,46,109758.22,18.88,Partner B2B
2024-12-06,T-shirt basic,Odzież,Francja,14,22015.12,5.88,Sklep Online
2024-12-02,MacBook Pro,Elektronika,Włochy,47,125108.34,26.07,Sklep Stacjonarny
2024-09-05,Pralka LG,AGD,Hiszpania,44,10831.93,13.12,Partner B2B
2024-10-07,Pralka LG,AGD,Francja,29,82719.24,11.0,Sklep Online
2024-03-20,Lodówka Samsung,AGD,Francja,9,10595.54,21.51,Sklep Online
2024-03-15,MacBook Pro,Elektronika,Hiszpania,28,36297.14,18.18,Sklep Stacjonarny
2024-06-29,Lodówka Samsung,AGD,Niemcy,47,38357.62,14.73,Sklep Online
2024-04-30,Słuchawki Sony,Elektronika,Francja,16,13022.61,28.63,Sklep Stacjonarny
2024-05-02,Buty sportowe,Odzież,Francja,46,24863.65,6.54,Sklep Stacjonarny
2024-08-27,Lodówka Samsung,AGD,Polska,1,2488.61,13.34,Sklep Stacjonarny
2024-07-07,Słuchawki Sony,Elektronika,Włochy,12,17845.72,13.3,Partner B2B
2024-09-17,Słuchawki Sony,Elektronika,Francja,12,32583.35,25.41,Sklep Stacjonarny
2024-07-31,Samsung Galaxy S22,Elektronika,Hiszpania,10,4336.04,7.35,Partner B2B
2024-10-09,iPhone 14,Elektronika,Niemcy,42,68361.0,12.11,Partner B2B
2024-06-29,Zmywarka Bosch,AGD,Polska,16,30266.47,10.33,Sklep Stacjonarny
2024-10-31,Tablet Lenovo,Elektronika,Włochy,10,19779.86,19.65,Sklep Stacjonarny
2024-08-16,Zmywarka Bosch,AGD,Hiszpania,7,13397.58,6.77,Sklep Online
2024-03-14,Lodówka Samsung,AGD,Polska,17,3533.61,19.62,Sklep Online
2024-09-27,Zmywarka Bosch,AGD,Włochy,30,77009.49,27.54,Sklep Online
2024-11-21,Kurtka zimowa,Odzież,Francja,17,12281.44,24.18,Sklep Stacjonarny
2024-05-21,MacBook Pro,Elektronika,Niemcy,48,143401.25,19.25,Sklep Online
2024-01-30,Lodówka Samsung,AGD,Niemcy,42,28999.94,24.88,Sklep Online
2024-06-28,Samsung Galaxy S22,Elektronika,Francja,50,16115.51,7.97,Sklep Online
2024-09-19,Pralka LG,AGD,Niemcy,27,39161.84,17.45,Partner B2B
2024-06-15,Lodówka Samsung,AGD,Francja,12,7504.04,12.35,Partner B2B
2024-11-27,T-shirt basic,Odzież,Włochy,5,1814.54,9.85,Sklep Online
2024-12-12,iPhone 14,Elektronika,Francja,7,1167.47,23.61,Partner B2B
2024-05-31,iPhone 14,Elektronika,Polska,16,46422.38,13.28,Sklep Stacjonarny
2024-03-25,Lodówka Samsung,AGD,Francja,47,43330.49,8.72,Partner B2B
2024-07-22,Mikrofalówka Sharp,AGD,Niemcy,19,6017.85,11.25,Sklep Online
2024-02-29,Spodnie jeans,Odzież,Polska,20,41135.18,12.99,Partner B2B
2024-03-07,Samsung Galaxy S22,Elektronika,Niemcy,42,22009.63,29.91,Partner B2B
2024-01-24,Lodówka Samsung,AGD,Francja,29,65357.68,28.44,Sklep Online
2024-08-05,Lodówka Samsung,AGD,Niemcy,47,123940.65,28.71,Partner B2B
2024-08-28,iPhone 14,Elektronika,Włochy,40,87184.92,13.27,Sklep Stacjonarny
2024-06-26,iPhone 14,Elektronika,Hiszpania,32,62413.19,12.65,Sklep Online
2024-04-27,Lodówka Samsung,AGD,Włochy,3,8157.95,21.31,Partner B2B
2024-02-02,Słuchawki Sony,Elektronika,Francja,7,10068.94,8.51,Sklep Stacjonarny
2024-05-17,Mikrofalówka Sharp,AGD,Polska,32,25117.63,9.37,Sklep Online
2024-12-11,Mikrofalówka Sharp,AGD,Niemcy,13,8000.25,15.83,Partner B2B
2024-10-18,Zmywarka Bosch,AGD,Hiszpania,26,8501.52,9.69,Partner B2B
2024-08-14,Słuchawki Sony,Elektronika,Francja,6,12510.54,5.71,Sklep Stacjonarny
2024-11-13,Zmywarka Bosch,AGD,Polska,12,33181.04,22.61,Sklep Stacjonarny
2024-08-18,Spodnie jeans,Odzież,Włochy,8,12317.4,28.58,Sklep Stacjonarny
2024-05-30,Tablet Lenovo,Elektronika,Francja,50,124755.71,5.84,Partner B2B
2024-04-24,T-shirt basic,Odzież,Hiszpania,4,2331.95,12.08,Sklep Stacjonarny
2024-06-29,T-shirt basic,Odzież,Niemcy,22,15358.75,16.04,Partner B2B
2024-04-06,Spodnie jeans,Odzież,Polska,28,61526.13,7.04,Sklep Online
2024-12-04,Buty sportowe,Odzież,Polska,36,55026.21,13.96,Sklep Stacjonarny
2024-01-17,Słuchawki Sony,Elektronika,Niemcy,30,44548.13,10.52,Sklep Online
2024-07-30,Słuchawki Sony,Elektronika,Niemcy,36,69069.57,18.19,Sklep Stacjonarny
2024-05-02,Zmywarka Bosch,AGD,Polska,27,49123.22,8.01,Sklep Stacjonarny
2024-05-07,Lodówka Samsung,AGD,Niemcy,23,52391.84,8.58,Partner B2B
2024-07-28,Pralka LG,AGD,Niemcy,28,22483.54,27.84,Sklep Online
2024-11-12,Słuchawki Sony,Elektronika,Włochy,46,44887.02,18.34,Sklep Stacjonarny
2024-11-21,Buty sportowe,Odzież,Włochy,9,26579.62,26.08,Sklep Online
2024-10-25,Mikrofalówka Sharp,AGD,Francja,9,3625.87,23.51,Sklep Stacjonarny
2024-03-19,Samsung Galaxy S22,Elektronika,Niemcy,36,69921.71,25.84,Sklep Online
2024-10-10,Samsung Galaxy S22,Elektronika,Włochy,8,12172.6,8.19,Sklep Stacjonarny
2024-10-18,Pralka LG,AGD,Francja,41,59296.17,10.19,Sklep Online
2024-03-21,Zmywarka Bosch,AGD,Polska,2,2939.82,26.93,Sklep Stacjonarny
2024-12-21,Spodnie jeans,Odzież,Włochy,27,32481.26,8.78,Sklep Online
2024-03-03,T-shirt basic,Odzież,Hiszpania,20,11149.24,15.55,Partner B2B
2024-08-15,Zmywarka Bosch,AGD,Francja,8,1442.78,11.23,Sklep Online
2024-07-26,Tablet Lenovo,Elektronika,Polska,26,9489.58,9.12,Sklep Online
2024-03-08,Pralka LG,AGD,Polska,45,56916.03,27.71,Partner B2B
2024-04-18,Tablet Lenovo,Elektronika,Hiszpania,9,3630.56,21.2,Sklep Online
2024-02-07,Kurtka zimowa,Odzież,Niemcy,23,46363.56,29.55,Sklep Stacjonarny
2024-09-28,Tablet Lenovo,Elektronika,Hiszpania,28,28377.79,10.55,Partner B2B
2024-10-17,MacBook Pro,Elektronika,Włochy,33,10090.06,28.57,Sklep Online
2024-06-25,Lodówka Samsung,AGD,Hiszpania,5,8307.81,20.19,Partner B2B
2024-12-03,Pralka LG,AGD,Polska,41,60305.53,17.17,Sklep Online
2024-08-03,Tablet Lenovo,Elektronika,Hiszpania,16,47093.33,27.92,Partner B2B
2024-10-10,Zmywarka Bosch,AGD,Hiszpania,18,15881.39,23.42,Sklep Online
2024-05-03,Kurtka zimowa,Odzież,Polska,1,2232.13,27.12,Sklep Online
2024-08-15,Lodówka Samsung,AGD,Polska,37,95304.43,28.7,Sklep Online
2024-01-08,Spodnie jeans,Odzież,Francja,37,63165.7,18.69,Sklep Online
2024-01-26,Kurtka zimowa,Odzież,Niemcy,21,48400.02,18.64,Sklep Stacjonarny
2024-11-02,Kurtka zimowa,Odzież,Francja,44,39233.03,14.88,Sklep Online
2024-12-06,iPhone 14,Elektronika,Polska,36,57065.26,20.67,Sklep Online
2024-05-26,MacBook Pro,Elektronika,Niemcy,5,6977.5,19.33,Partner B2B
2024-08-28,T-shirt basic,Odzież,Polska,27,70999.51,13.58,Sklep Stacjonarny
2024-09-13,Samsung Galaxy S22,Elektronika,Francja,37,53311.92,8.46,Partner B2B
2024-09-06,iPhone 14,Elektronika,Niemcy,29,35655.89,16.06,Sklep Online
2024-01-21,Tablet Lenovo,Elektronika,Polska,32,71747.1,18.97,Partner B2B
2024-03-27,Samsung Galaxy S22,Elektronika,Niemcy,37,109032.39,23.46,Sklep Stacjonarny
2024-10-25,Zmywarka Bosch,AGD,Niemcy,8,22947.93,11.26,Partner B2B
2024-11-13,Zmywarka Bosch,AGD,Polska,3,6935.72,24.48,Sklep Stacjonarny
2024-02-06,iPhone 14,Elektronika,Niemcy,38,101385.37,28.07,Partner B2B
2024-05-27,Pralka LG,AGD,Włochy,33,61277.83,25.87,Sklep Online
2024-05-16,Lodówka Samsung,AGD,Niemcy,38,45908.68,10.57,Partner B2B
2024-03-17,Buty sportowe,Odzież,Włochy,12,3912.62,24.85,Sklep Stacjonarny
2024-04-11,Kurtka zimowa,Odzież,Niemcy,7,18285.23,7.61,Sklep Stacjonarny
2024-01-29,Samsung Galaxy S22,Elektronika,Hiszpania,4,8350.77,21.3,Sklep Stacjonarny
2024-09-18,Zmywarka Bosch,AGD,Włochy,37,25339.22,16.03,Partner B2B
2024-11-05,Mikrofalówka Sharp,AGD,Hiszpania,37,88622.6,6.54,Sklep Stacjonarny
2024-08-26,Spodnie jeans,Odzież,Hiszpania,5,11401.29,29.41,Sklep Online
2024-12-30,Mikrofalówka Sharp,AGD,Włochy,20,39409.02,6.57,Sklep Online
2024-11-06,Lodówka Samsung,AGD,Niemcy,50,99477.99,14.73,Sklep Stacjonarny
2024-10-23,iPhone 14,Elektronika,Hiszpania,49,94964.79,10.05,Partner B2B
2024-10-15,Pralka LG,AGD,Polska,26,36132.99,28.01,Sklep Online
